instant,dteday,season,year,month,hour,holiday,day_of_week,workingday,weather_condition,temp,atemp,humidity,wind_speed,casual,registered,total_count,day_category,humidity_category
16445,2012-11-22,Winter,2012,Nov,22,1,Thursday,0,Clear,0.32,0.3485,61.0,0.0,8,36,44,weekday,Ideal
16446,2012-11-22,Winter,2012,Nov,23,1,Thursday,0,Clear,0.3,0.3333,70.0,0.0,8,28,36,weekday,Too Humid
16447,2012-11-23,Winter,2012,Nov,0,0,Friday,1,Clear,0.28,0.3182,65.0,0.0,0,32,32,weekday,Too Humid
16448,2012-11-23,Winter,2012,Nov,1,0,Friday,1,Clear,0.28,0.303,81.0,0.0896,2,11,13,weekday,Too Humid
16449,2012-11-23,Winter,2012,Nov,2,0,Friday,1,Clear,0.26,0.2879,75.0,0.0896,1,4,5,weekday,Too Humid
16450,2012-11-23,Winter,2012,Nov,3,0,Friday,1,Clear,0.26,0.303,70.0,0.0,1,0,1,weekday,Too Humid
16451,2012-11-23,Winter,2012,Nov,4,0,Friday,1,Clear,0.24,0.2576,75.0,0.1045,1,3,4,weekday,Too Humid
16452,2012-11-23,Winter,2012,Nov,5,0,Friday,1,Clear,0.24,0.2879,81.0,0.0,0,10,10,weekday,Too Humid
16453,2012-11-23,Winter,2012,Nov,6,0,Friday,1,Clear,0.24,0.2879,81.0,0.0,0,20,20,weekday,Too Humid
16454,2012-11-23,Winter,2012,Nov,7,0,Friday,1,Clear,0.24,0.2879,81.0,0.0,5,72,77,weekday,Too Humid
16455,2012-11-23,Winter,2012,Nov,8,0,Friday,1,Clear,0.24,0.2576,87.0,0.0896,11,83,94,weekday,Too Humid
16456,2012-11-23,Winter,2012,Nov,9,0,Friday,1,Clear,0.28,0.2879,75.0,0.1045,32,80,112,weekday,Too Humid
16457,2012-11-23,Winter,2012,Nov,10,0,Friday,1,Clear,0.34,0.3333,61.0,0.1642,87,114,201,weekday,Ideal
16458,2012-11-23,Winter,2012,Nov,11,0,Friday,1,Clear,0.4,0.4091,50.0,0.194,121,130,251,weekday,Ideal
16459,2012-11-23,Winter,2012,Nov,12,0,Friday,1,Clear,0.44,0.4394,38.0,0.2537,186,193,379,weekday,Too Dry
16460,2012-11-23,Winter,2012,Nov,13,0,Friday,1,Clear,0.46,0.4545,38.0,0.2836,224,200,424,weekday,Too Dry
16461,2012-11-23,Winter,2012,Nov,14,0,Friday,1,Clear,0.5,0.4848,36.0,0.2537,240,195,435,weekday,Too Dry
16462,2012-11-23,Winter,2012,Nov,15,0,Friday,1,Clear,0.48,0.4697,41.0,0.2537,233,214,447,weekday,Too Dry
16463,2012-11-23,Winter,2012,Nov,16,0,Friday,1,Misty,0.48,0.4697,41.0,0.1045,158,199,357,weekday,Too Dry
16464,2012-11-23,Winter,2012,Nov,17,0,Friday,1,Misty,0.48,0.4697,39.0,0.0896,117,183,300,weekday,Too Dry
16465,2012-11-23,Winter,2012,Nov,18,0,Friday,1,Misty,0.46,0.4545,44.0,0.0,50,158,208,weekday,Too Dry
16466,2012-11-23,Winter,2012,Nov,19,0,Friday,1,Misty,0.46,0.4545,47.0,0.1642,33,121,154,weekday,Ideal
16467,2012-11-23,Winter,2012,Nov,20,0,Friday,1,Clear,0.46,0.4545,41.0,0.0896,42,100,142,weekday,Too Dry
16468,2012-11-23,Winter,2012,Nov,21,0,Friday,1,Clear,0.46,0.4545,47.0,0.2537,23,75,98,weekday,Ideal
16469,2012-11-23,Winter,2012,Nov,22,0,Friday,1,Clear,0.44,0.4394,33.0,0.5224,16,63,79,weekday,Too Dry
16470,2012-11-23,Winter,2012,Nov,23,0,Friday,1,Clear,0.42,0.4242,38.0,0.4478,20,47,67,weekday,Too Dry
16471,2012-11-24,Winter,2012,Nov,0,0,Saturday,0,Clear,0.4,0.4091,37.0,0.4179,9,33,42,weekend,Too Dry
16472,2012-11-24,Winter,2012,Nov,1,0,Saturday,0,Clear,0.34,0.2879,42.0,0.4925,1,19,20,weekend,Too Dry
16473,2012-11-24,Winter,2012,Nov,2,0,Saturday,0,Clear,0.32,0.2727,39.0,0.6119,10,22,32,weekend,Too Dry
16474,2012-11-24,Winter,2012,Nov,3,0,Saturday,0,Clear,0.28,0.2576,41.0,0.3582,6,5,11,weekend,Too Dry
16475,2012-11-24,Winter,2012,Nov,4,0,Saturday,0,Clear,0.26,0.2121,41.0,0.4478,1,2,3,weekend,Too Dry
16476,2012-11-24,Winter,2012,Nov,5,0,Saturday,0,Clear,0.26,0.2273,41.0,0.3284,1,2,3,weekend,Too Dry
16477,2012-11-24,Winter,2012,Nov,6,0,Saturday,0,Clear,0.24,0.2121,44.0,0.2836,1,9,10,weekend,Too Dry
16478,2012-11-24,Winter,2012,Nov,7,0,Saturday,0,Misty,0.26,0.2273,41.0,0.3284,4,21,25,weekend,Too Dry
16479,2012-11-24,Winter,2012,Nov,8,0,Saturday,0,Misty,0.26,0.2121,44.0,0.4627,7,55,62,weekend,Too Dry
16480,2012-11-24,Winter,2012,Nov,9,0,Saturday,0,Misty,0.26,0.2121,41.0,0.4478,26,96,122,weekend,Too Dry
16481,2012-11-24,Winter,2012,Nov,10,0,Saturday,0,Misty,0.26,0.2273,44.0,0.2985,46,96,142,weekend,Too Dry
16482,2012-11-24,Winter,2012,Nov,11,0,Saturday,0,Misty,0.28,0.2576,41.0,0.2985,55,131,186,weekend,Too Dry
16483,2012-11-24,Winter,2012,Nov,12,0,Saturday,0,Misty,0.3,0.2576,36.0,0.6119,53,146,199,weekend,Too Dry
16484,2012-11-24,Winter,2012,Nov,13,0,Saturday,0,Clear,0.32,0.303,36.0,0.3284,64,161,225,weekend,Too Dry
16485,2012-11-24,Winter,2012,Nov,14,0,Saturday,0,Clear,0.32,0.2879,33.0,0.4627,58,149,207,weekend,Too Dry
16486,2012-11-24,Winter,2012,Nov,15,0,Saturday,0,Clear,0.3,0.2727,36.0,0.4627,59,139,198,weekend,Too Dry
16487,2012-11-24,Winter,2012,Nov,16,0,Saturday,0,Clear,0.28,0.2424,38.0,0.4478,43,127,170,weekend,Too Dry
16488,2012-11-24,Winter,2012,Nov,17,0,Saturday,0,Clear,0.26,0.2273,41.0,0.3881,29,97,126,weekend,Too Dry
16489,2012-11-24,Winter,2012,Nov,18,0,Saturday,0,Clear,0.26,0.2273,38.0,0.3881,22,123,145,weekend,Too Dry
16490,2012-11-24,Winter,2012,Nov,19,0,Saturday,0,Clear,0.26,0.2424,41.0,0.2537,9,74,83,weekend,Too Dry
16491,2012-11-24,Winter,2012,Nov,20,0,Saturday,0,Clear,0.24,0.2121,44.0,0.2836,3,55,58,weekend,Too Dry
16492,2012-11-24,Winter,2012,Nov,21,0,Saturday,0,Clear,0.24,0.2273,44.0,0.194,9,66,75,weekend,Too Dry
16493,2012-11-24,Winter,2012,Nov,22,0,Saturday,0,Clear,0.24,0.2273,44.0,0.2537,7,69,76,weekend,Too Dry
16494,2012-11-24,Winter,2012,Nov,23,0,Saturday,0,Clear,0.24,0.2273,44.0,0.194,9,48,57,weekend,Too Dry
16495,2012-11-25,Winter,2012,Nov,0,0,Sunday,0,Clear,0.22,0.2121,47.0,0.2537,3,31,34,weekend,Ideal
16496,2012-11-25,Winter,2012,Nov,1,0,Sunday,0,Clear,0.22,0.2273,44.0,0.194,4,32,36,weekend,Too Dry
16497,2012-11-25,Winter,2012,Nov,2,0,Sunday,0,Clear,0.22,0.197,44.0,0.3582,1,27,28,weekend,Too Dry
16498,2012-11-25,Winter,2012,Nov,3,0,Sunday,0,Clear,0.22,0.2727,44.0,0.0,0,8,8,weekend,Too Dry
16499,2012-11-25,Winter,2012,Nov,4,0,Sunday,0,Clear,0.22,0.2727,44.0,0.0,1,1,2,weekend,Too Dry
16500,2012-11-25,Winter,2012,Nov,5,0,Sunday,0,Misty,0.22,0.2273,47.0,0.1642,0,3,3,weekend,Ideal
16501,2012-11-25,Winter,2012,Nov,6,0,Sunday,0,Misty,0.22,0.2424,47.0,0.1045,1,10,11,weekend,Ideal
16502,2012-11-25,Winter,2012,Nov,7,0,Sunday,0,Misty,0.22,0.2424,51.0,0.1045,2,19,21,weekend,Ideal
16503,2012-11-25,Winter,2012,Nov,8,0,Sunday,0,Misty,0.22,0.2273,51.0,0.194,2,32,34,weekend,Ideal
16504,2012-11-25,Winter,2012,Nov,9,0,Sunday,0,Misty,0.24,0.2273,48.0,0.2239,13,83,96,weekend,Ideal
16505,2012-11-25,Winter,2012,Nov,10,0,Sunday,0,Clear,0.24,0.2273,48.0,0.2537,15,124,139,weekend,Ideal
16506,2012-11-25,Winter,2012,Nov,11,0,Sunday,0,Misty,0.26,0.2576,41.0,0.2239,49,155,204,weekend,Too Dry
16507,2012-11-25,Winter,2012,Nov,12,0,Sunday,0,Misty,0.26,0.2576,41.0,0.2239,37,165,202,weekend,Too Dry
16508,2012-11-25,Winter,2012,Nov,13,0,Sunday,0,Misty,0.26,0.2576,41.0,0.1642,37,158,195,weekend,Too Dry
16509,2012-11-25,Winter,2012,Nov,14,0,Sunday,0,Misty,0.3,0.2879,42.0,0.2537,33,170,203,weekend,Too Dry
16510,2012-11-25,Winter,2012,Nov,15,0,Sunday,0,Clear,0.3,0.2879,42.0,0.2537,36,209,245,weekend,Too Dry
16511,2012-11-25,Winter,2012,Nov,16,0,Sunday,0,Clear,0.3,0.2879,39.0,0.2239,25,203,228,weekend,Too Dry
16512,2012-11-25,Winter,2012,Nov,17,0,Sunday,0,Clear,0.28,0.2727,41.0,0.1642,11,170,181,weekend,Too Dry
16513,2012-11-25,Winter,2012,Nov,18,0,Sunday,0,Clear,0.26,0.2576,44.0,0.1642,9,132,141,weekend,Too Dry
16514,2012-11-25,Winter,2012,Nov,19,0,Sunday,0,Clear,0.26,0.303,41.0,0.0,13,114,127,weekend,Too Dry
16515,2012-11-25,Winter,2012,Nov,20,0,Sunday,0,Clear,0.24,0.2879,60.0,0.0,9,110,119,weekend,Ideal
16516,2012-11-25,Winter,2012,Nov,21,0,Sunday,0,Clear,0.26,0.303,48.0,0.0,4,60,64,weekend,Ideal
16517,2012-11-25,Winter,2012,Nov,22,0,Sunday,0,Clear,0.24,0.2879,60.0,0.0,3,59,62,weekend,Ideal
16518,2012-11-25,Winter,2012,Nov,23,0,Sunday,0,Clear,0.22,0.2576,69.0,0.0896,1,40,41,weekend,Too Humid
16519,2012-11-26,Winter,2012,Nov,0,0,Monday,1,Clear,0.22,0.2727,69.0,0.0,4,19,23,weekday,Too Humid
16520,2012-11-26,Winter,2012,Nov,1,0,Monday,1,Clear,0.2,0.2576,69.0,0.0,1,9,10,weekday,Too Humid
16521,2012-11-26,Winter,2012,Nov,2,0,Monday,1,Clear,0.2,0.2576,69.0,0.0,0,5,5,weekday,Too Humid
16522,2012-11-26,Winter,2012,Nov,3,0,Monday,1,Clear,0.2,0.2576,69.0,0.0,1,4,5,weekday,Too Humid
16523,2012-11-26,Winter,2012,Nov,4,0,Monday,1,Clear,0.22,0.2727,69.0,0.0,0,10,10,weekday,Too Humid
16524,2012-11-26,Winter,2012,Nov,5,0,Monday,1,Clear,0.22,0.2273,69.0,0.1642,0,41,41,weekday,Too Humid
16525,2012-11-26,Winter,2012,Nov,6,0,Monday,1,Clear,0.22,0.2727,69.0,0.0,1,123,124,weekday,Too Humid
16526,2012-11-26,Winter,2012,Nov,7,0,Monday,1,Clear,0.24,0.2879,65.0,0.0,2,363,365,weekday,Too Humid
16527,2012-11-26,Winter,2012,Nov,8,0,Monday,1,Clear,0.24,0.2879,65.0,0.0,9,629,638,weekday,Too Humid
16528,2012-11-26,Winter,2012,Nov,9,0,Monday,1,Clear,0.28,0.303,56.00000000000001,0.0896,10,276,286,weekday,Ideal
16529,2012-11-26,Winter,2012,Nov,10,0,Monday,1,Clear,0.32,0.3485,49.0,0.0,20,127,147,weekday,Ideal
16530,2012-11-26,Winter,2012,Nov,11,0,Monday,1,Clear,0.4,0.4091,37.0,0.2985,18,112,130,weekday,Too Dry
16531,2012-11-26,Winter,2012,Nov,12,0,Monday,1,Clear,0.42,0.4242,35.0,0.1045,22,188,210,weekday,Too Dry
16532,2012-11-26,Winter,2012,Nov,13,0,Monday,1,Clear,0.42,0.4242,35.0,0.1045,20,197,217,weekday,Too Dry
16533,2012-11-26,Winter,2012,Nov,14,0,Monday,1,Clear,0.42,0.4242,35.0,0.0,51,177,228,weekday,Too Dry
16534,2012-11-26,Winter,2012,Nov,15,0,Monday,1,Clear,0.42,0.4242,35.0,0.0896,49,181,230,weekday,Too Dry
16535,2012-11-26,Winter,2012,Nov,16,0,Monday,1,Clear,0.44,0.4394,30.0,0.0,49,297,346,weekday,Too Dry
16536,2012-11-26,Winter,2012,Nov,17,0,Monday,1,Clear,0.42,0.4242,32.0,0.0,13,540,553,weekday,Too Dry
16537,2012-11-26,Winter,2012,Nov,18,0,Monday,1,Clear,0.36,0.3485,50.0,0.1642,19,502,521,weekday,Ideal
16538,2012-11-26,Winter,2012,Nov,19,0,Monday,1,Clear,0.34,0.3636,53.0,0.0,16,355,371,weekday,Ideal
16539,2012-11-26,Winter,2012,Nov,20,0,Monday,1,Clear,0.34,0.3636,49.0,0.0,12,265,277,weekday,Ideal
16540,2012-11-26,Winter,2012,Nov,21,0,Monday,1,Clear,0.34,0.3636,49.0,0.0,9,172,181,weekday,Ideal
16541,2012-11-26,Winter,2012,Nov,22,0,Monday,1,Clear,0.32,0.3485,61.0,0.0,3,101,104,weekday,Ideal
16542,2012-11-26,Winter,2012,Nov,23,0,Monday,1,Misty,0.32,0.3333,66.0,0.1045,8,57,65,weekday,Too Humid
16543,2012-11-27,Winter,2012,Nov,0,0,Tuesday,1,Misty,0.32,0.3333,66.0,0.0896,2,24,26,weekday,Too Humid
16544,2012-11-27,Winter,2012,Nov,1,0,Tuesday,1,Misty,0.32,0.3333,70.0,0.1343,0,6,6,weekday,Too Humid
16545,2012-11-27,Winter,2012,Nov,2,0,Tuesday,1,Misty,0.32,0.3182,70.0,0.1642,0,5,5,weekday,Too Humid
16546,2012-11-27,Winter,2012,Nov,3,0,Tuesday,1,Light_Rain_Snow,0.32,0.3333,70.0,0.1343,1,3,4,weekday,Too Humid
16547,2012-11-27,Winter,2012,Nov,4,0,Tuesday,1,Light_Rain_Snow,0.3,0.2879,81.0,0.194,0,5,5,weekday,Too Humid
16548,2012-11-27,Winter,2012,Nov,5,0,Tuesday,1,Misty,0.3,0.2879,81.0,0.2239,0,31,31,weekday,Too Humid
16549,2012-11-27,Winter,2012,Nov,6,0,Tuesday,1,Misty,0.3,0.303,81.0,0.1642,3,97,100,weekday,Too Humid
16550,2012-11-27,Winter,2012,Nov,7,0,Tuesday,1,Light_Rain_Snow,0.3,0.303,81.0,0.1343,4,289,293,weekday,Too Humid
16551,2012-11-27,Winter,2012,Nov,8,0,Tuesday,1,Light_Rain_Snow,0.32,0.3182,81.0,0.1642,6,494,500,weekday,Too Humid
16552,2012-11-27,Winter,2012,Nov,9,0,Tuesday,1,Misty,0.32,0.3333,81.0,0.1343,11,257,268,weekday,Too Humid
16553,2012-11-27,Winter,2012,Nov,10,0,Tuesday,1,Light_Rain_Snow,0.32,0.3182,81.0,0.194,5,52,57,weekday,Too Humid
16554,2012-11-27,Winter,2012,Nov,11,0,Tuesday,1,Light_Rain_Snow,0.3,0.2727,87.0,0.2985,6,59,65,weekday,Too Humid
16555,2012-11-27,Winter,2012,Nov,12,0,Tuesday,1,Light_Rain_Snow,0.28,0.2576,87.0,0.3881,6,70,76,weekday,Too Humid
16556,2012-11-27,Winter,2012,Nov,13,0,Tuesday,1,Light_Rain_Snow,0.28,0.2727,87.0,0.2537,4,73,77,weekday,Too Humid
16557,2012-11-27,Winter,2012,Nov,14,0,Tuesday,1,Light_Rain_Snow,0.28,0.2576,87.0,0.3582,8,86,94,weekday,Too Humid
16558,2012-11-27,Winter,2012,Nov,15,0,Tuesday,1,Misty,0.3,0.2727,75.0,0.2985,9,146,155,weekday,Too Humid
16559,2012-11-27,Winter,2012,Nov,16,0,Tuesday,1,Misty,0.3,0.2727,75.0,0.2985,5,252,257,weekday,Too Humid
16560,2012-11-27,Winter,2012,Nov,17,0,Tuesday,1,Misty,0.3,0.2727,75.0,0.3881,13,514,527,weekday,Too Humid
16561,2012-11-27,Winter,2012,Nov,18,0,Tuesday,1,Clear,0.26,0.2273,81.0,0.3582,13,469,482,weekday,Too Humid
16562,2012-11-27,Winter,2012,Nov,19,0,Tuesday,1,Clear,0.26,0.2576,73.0,0.2985,12,338,350,weekday,Too Humid
16563,2012-11-27,Winter,2012,Nov,20,0,Tuesday,1,Clear,0.26,0.2273,75.0,0.3284,4,228,232,weekday,Too Humid
16564,2012-11-27,Winter,2012,Nov,21,0,Tuesday,1,Clear,0.24,0.2121,81.0,0.2836,6,179,185,weekday,Too Humid
16565,2012-11-27,Winter,2012,Nov,22,0,Tuesday,1,Clear,0.24,0.2424,81.0,0.1642,2,95,97,weekday,Too Humid
16566,2012-11-27,Winter,2012,Nov,23,0,Tuesday,1,Misty,0.26,0.2424,81.0,0.2537,3,64,67,weekday,Too Humid
16567,2012-11-28,Winter,2012,Nov,0,0,Wednesday,1,Misty,0.26,0.2424,75.0,0.2537,1,22,23,weekday,Too Humid
16568,2012-11-28,Winter,2012,Nov,1,0,Wednesday,1,Misty,0.26,0.2576,75.0,0.2239,0,12,12,weekday,Too Humid
16569,2012-11-28,Winter,2012,Nov,2,0,Wednesday,1,Misty,0.26,0.2576,75.0,0.2239,0,1,1,weekday,Too Humid
16570,2012-11-28,Winter,2012,Nov,3,0,Wednesday,1,Misty,0.26,0.2576,70.0,0.2239,0,3,3,weekday,Too Humid
16571,2012-11-28,Winter,2012,Nov,4,0,Wednesday,1,Misty,0.26,0.2576,70.0,0.194,0,4,4,weekday,Too Humid
16572,2012-11-28,Winter,2012,Nov,5,0,Wednesday,1,Misty,0.26,0.2727,70.0,0.1343,0,39,39,weekday,Too Humid
16573,2012-11-28,Winter,2012,Nov,6,0,Wednesday,1,Misty,0.26,0.2576,65.0,0.2239,4,132,136,weekday,Too Humid
16574,2012-11-28,Winter,2012,Nov,7,0,Wednesday,1,Misty,0.26,0.2576,56.00000000000001,0.194,6,403,409,weekday,Ideal
16575,2012-11-28,Winter,2012,Nov,8,0,Wednesday,1,Clear,0.24,0.2121,60.0,0.2836,9,683,692,weekday,Ideal
16576,2012-11-28,Winter,2012,Nov,9,0,Wednesday,1,Clear,0.28,0.2727,52.0,0.194,13,309,322,weekday,Ideal
16577,2012-11-28,Winter,2012,Nov,10,0,Wednesday,1,Clear,0.3,0.3182,49.0,0.1045,17,144,161,weekday,Ideal
16578,2012-11-28,Winter,2012,Nov,11,0,Wednesday,1,Clear,0.32,0.3182,45.0,0.1642,19,127,146,weekday,Ideal
16579,2012-11-28,Winter,2012,Nov,12,0,Wednesday,1,Clear,0.34,0.303,42.0,0.3881,19,189,208,weekday,Too Dry
16580,2012-11-28,Winter,2012,Nov,13,0,Wednesday,1,Clear,0.34,0.3333,42.0,0.194,21,193,214,weekday,Too Dry
16581,2012-11-28,Winter,2012,Nov,14,0,Wednesday,1,Clear,0.36,0.3333,40.0,0.2985,15,161,176,weekday,Too Dry
16582,2012-11-28,Winter,2012,Nov,15,0,Wednesday,1,Clear,0.36,0.3333,32.0,0.3284,7,172,179,weekday,Too Dry
16583,2012-11-28,Winter,2012,Nov,16,0,Wednesday,1,Clear,0.36,0.3333,28.999999999999996,0.2537,9,316,325,weekday,Too Dry
16584,2012-11-28,Winter,2012,Nov,17,0,Wednesday,1,Clear,0.34,0.3333,31.0,0.1343,17,546,563,weekday,Too Dry
16585,2012-11-28,Winter,2012,Nov,18,0,Wednesday,1,Clear,0.32,0.303,33.0,0.2836,12,530,542,weekday,Too Dry
16586,2012-11-28,Winter,2012,Nov,19,0,Wednesday,1,Clear,0.32,0.3182,36.0,0.1642,9,378,387,weekday,Too Dry
16587,2012-11-28,Winter,2012,Nov,20,0,Wednesday,1,Clear,0.32,0.3333,36.0,0.1343,5,258,263,weekday,Too Dry
16588,2012-11-28,Winter,2012,Nov,21,0,Wednesday,1,Clear,0.3,0.303,39.0,0.1642,4,219,223,weekday,Too Dry
16589,2012-11-28,Winter,2012,Nov,22,0,Wednesday,1,Clear,0.28,0.2727,45.0,0.1642,6,148,154,weekday,Ideal
16590,2012-11-28,Winter,2012,Nov,23,0,Wednesday,1,Clear,0.26,0.2727,48.0,0.1343,5,73,78,weekday,Ideal
16591,2012-11-29,Winter,2012,Nov,0,0,Thursday,1,Clear,0.24,0.2576,56.00000000000001,0.0896,4,25,29,weekday,Ideal
16592,2012-11-29,Winter,2012,Nov,1,0,Thursday,1,Clear,0.22,0.2576,64.0,0.0896,1,15,16,weekday,Ideal
16593,2012-11-29,Winter,2012,Nov,2,0,Thursday,1,Clear,0.22,0.2727,64.0,0.0,1,6,7,weekday,Ideal
16594,2012-11-29,Winter,2012,Nov,4,0,Thursday,1,Clear,0.2,0.2273,75.0,0.0896,0,7,7,weekday,Too Humid
16595,2012-11-29,Winter,2012,Nov,5,0,Thursday,1,Clear,0.2,0.2576,69.0,0.0,0,42,42,weekday,Too Humid
16596,2012-11-29,Winter,2012,Nov,6,0,Thursday,1,Clear,0.22,0.2727,69.0,0.0,1,120,121,weekday,Too Humid
16597,2012-11-29,Winter,2012,Nov,7,0,Thursday,1,Clear,0.2,0.2576,64.0,0.0,8,354,362,weekday,Ideal
16598,2012-11-29,Winter,2012,Nov,8,0,Thursday,1,Clear,0.2,0.2273,69.0,0.1045,15,664,679,weekday,Too Humid
16599,2012-11-29,Winter,2012,Nov,9,0,Thursday,1,Clear,0.24,0.2879,60.0,0.0,13,286,299,weekday,Ideal
16600,2012-11-29,Winter,2012,Nov,10,0,Thursday,1,Clear,0.28,0.303,65.0,0.0896,25,153,178,weekday,Too Humid
16601,2012-11-29,Winter,2012,Nov,11,0,Thursday,1,Clear,0.36,0.3485,37.0,0.2239,13,150,163,weekday,Too Dry
16602,2012-11-29,Winter,2012,Nov,12,0,Thursday,1,Clear,0.36,0.3485,40.0,0.1642,11,225,236,weekday,Too Dry
16603,2012-11-29,Winter,2012,Nov,13,0,Thursday,1,Clear,0.38,0.3939,32.0,0.1343,15,209,224,weekday,Too Dry
16604,2012-11-29,Winter,2012,Nov,14,0,Thursday,1,Clear,0.36,0.3485,43.0,0.2239,13,174,187,weekday,Too Dry
16605,2012-11-29,Winter,2012,Nov,15,0,Thursday,1,Clear,0.36,0.3333,43.0,0.2836,19,201,220,weekday,Too Dry
16606,2012-11-29,Winter,2012,Nov,16,0,Thursday,1,Clear,0.36,0.3485,40.0,0.2239,24,346,370,weekday,Too Dry
16607,2012-11-29,Winter,2012,Nov,17,0,Thursday,1,Clear,0.34,0.3333,39.0,0.194,17,544,561,weekday,Too Dry
16608,2012-11-29,Winter,2012,Nov,18,0,Thursday,1,Clear,0.32,0.3182,49.0,0.1642,17,520,537,weekday,Ideal
16609,2012-11-29,Winter,2012,Nov,19,0,Thursday,1,Clear,0.3,0.2879,52.0,0.194,18,326,344,weekday,Ideal
16610,2012-11-29,Winter,2012,Nov,20,0,Thursday,1,Clear,0.3,0.303,52.0,0.1642,11,241,252,weekday,Ideal
16611,2012-11-29,Winter,2012,Nov,21,0,Thursday,1,Clear,0.26,0.2727,65.0,0.1343,7,201,208,weekday,Too Humid
16612,2012-11-29,Winter,2012,Nov,22,0,Thursday,1,Clear,0.26,0.2879,70.0,0.0896,4,147,151,weekday,Too Humid
16613,2012-11-29,Winter,2012,Nov,23,0,Thursday,1,Clear,0.28,0.3182,61.0,0.0,6,124,130,weekday,Ideal
16614,2012-11-30,Winter,2012,Nov,0,0,Friday,1,Clear,0.26,0.2576,70.0,0.1642,4,48,52,weekday,Too Humid
16615,2012-11-30,Winter,2012,Nov,1,0,Friday,1,Clear,0.24,0.2576,70.0,0.0896,2,17,19,weekday,Too Humid
16616,2012-11-30,Winter,2012,Nov,2,0,Friday,1,Clear,0.24,0.2879,75.0,0.0,2,10,12,weekday,Too Humid
16617,2012-11-30,Winter,2012,Nov,3,0,Friday,1,Clear,0.24,0.2879,75.0,0.0,0,4,4,weekday,Too Humid
16618,2012-11-30,Winter,2012,Nov,4,0,Friday,1,Clear,0.22,0.2727,75.0,0.0,0,3,3,weekday,Too Humid
16619,2012-11-30,Winter,2012,Nov,5,0,Friday,1,Clear,0.2,0.2576,80.0,0.0,1,39,40,weekday,Too Humid
16620,2012-11-30,Winter,2012,Nov,6,0,Friday,1,Clear,0.2,0.2576,86.0,0.0,2,104,106,weekday,Too Humid
16621,2012-11-30,Winter,2012,Nov,7,0,Friday,1,Clear,0.22,0.2727,80.0,0.0,6,346,352,weekday,Too Humid
16622,2012-11-30,Winter,2012,Nov,8,0,Friday,1,Misty,0.22,0.2576,80.0,0.0896,20,709,729,weekday,Too Humid
16623,2012-11-30,Winter,2012,Nov,9,0,Friday,1,Clear,0.24,0.2576,75.0,0.0896,17,313,330,weekday,Too Humid
16624,2012-11-30,Winter,2012,Nov,10,0,Friday,1,Misty,0.3,0.3333,65.0,0.0,10,159,169,weekday,Too Humid
16625,2012-11-30,Winter,2012,Nov,11,0,Friday,1,Misty,0.34,0.3485,53.0,0.0896,31,170,201,weekday,Ideal
16626,2012-11-30,Winter,2012,Nov,12,0,Friday,1,Misty,0.38,0.3939,46.0,0.0,25,243,268,weekday,Ideal
16627,2012-11-30,Winter,2012,Nov,13,0,Friday,1,Misty,0.4,0.4091,40.0,0.1642,21,241,262,weekday,Too Dry
16628,2012-11-30,Winter,2012,Nov,14,0,Friday,1,Misty,0.4,0.4091,40.0,0.1045,26,225,251,weekday,Too Dry
16629,2012-11-30,Winter,2012,Nov,15,0,Friday,1,Misty,0.42,0.4242,38.0,0.1045,34,262,296,weekday,Too Dry
16630,2012-11-30,Winter,2012,Nov,16,0,Friday,1,Clear,0.4,0.4091,43.0,0.1343,37,368,405,weekday,Too Dry
16631,2012-11-30,Winter,2012,Nov,17,0,Friday,1,Clear,0.36,0.3485,50.0,0.194,31,551,582,weekday,Ideal
16632,2012-11-30,Winter,2012,Nov,18,0,Friday,1,Misty,0.34,0.3636,61.0,0.0,20,489,509,weekday,Ideal
16633,2012-11-30,Winter,2012,Nov,19,0,Friday,1,Clear,0.32,0.3485,66.0,0.0,18,359,377,weekday,Too Humid
16634,2012-11-30,Winter,2012,Nov,20,0,Friday,1,Clear,0.32,0.3485,66.0,0.0,12,233,245,weekday,Too Humid
16635,2012-11-30,Winter,2012,Nov,21,0,Friday,1,Clear,0.3,0.3182,75.0,0.0896,14,169,183,weekday,Too Humid
16636,2012-11-30,Winter,2012,Nov,22,0,Friday,1,Clear,0.3,0.3333,75.0,0.0,18,145,163,weekday,Too Humid
16637,2012-11-30,Winter,2012,Nov,23,0,Friday,1,Misty,0.3,0.3182,75.0,0.0896,11,99,110,weekday,Too Humid
16638,2012-12-01,Winter,2012,Dec,0,0,Saturday,0,Clear,0.26,0.303,81.0,0.0,9,99,108,weekend,Too Humid
16639,2012-12-01,Winter,2012,Dec,1,0,Saturday,0,Clear,0.26,0.303,81.0,0.0,5,64,69,weekend,Too Humid
16640,2012-12-01,Winter,2012,Dec,2,0,Saturday,0,Misty,0.26,0.303,81.0,0.0,3,47,50,weekend,Too Humid
16641,2012-12-01,Winter,2012,Dec,3,0,Saturday,0,Misty,0.26,0.2727,81.0,0.1343,1,14,15,weekend,Too Humid
16642,2012-12-01,Winter,2012,Dec,4,0,Saturday,0,Clear,0.26,0.2879,81.0,0.0896,0,5,5,weekend,Too Humid
16643,2012-12-01,Winter,2012,Dec,5,0,Saturday,0,Clear,0.24,0.2576,87.0,0.0896,1,12,13,weekend,Too Humid
